file pcm_RMSenergy_sma pcm_fftMag_mfcc_sma[1] pcm_fftMag_mfcc_sma[2] pcm_fftMag_mfcc_sma[3] pcm_fftMag_mfcc_sma[4] pcm_fftMag_mfcc_sma[5] pcm_fftMag_mfcc_sma[6] pcm_fftMag_mfcc_sma[7] pcm_fftMag_mfcc_sma[8] pcm_fftMag_mfcc_sma[9] pcm_fftMag_mfcc_sma[10] pcm_fftMag_mfcc_sma[11] pcm_fftMag_mfcc_sma[12] pcm_zcr_sma F0final_sma voicingFinalUnclipped_sma pcm_RMSenergy_sma_de pcm_fftMag_mfcc_sma_de[1] pcm_fftMag_mfcc_sma_de[2] pcm_fftMag_mfcc_sma_de[3] pcm_fftMag_mfcc_sma_de[4] pcm_fftMag_mfcc_sma_de[5] pcm_fftMag_mfcc_sma_de[6] pcm_fftMag_mfcc_sma_de[7] pcm_fftMag_mfcc_sma_de[8] pcm_fftMag_mfcc_sma_de[9] pcm_fftMag_mfcc_sma_de[10] pcm_fftMag_mfcc_sma_de[11] pcm_fftMag_mfcc_sma_de[12] pcm_zcr_sma_de F0final_sma_de voicingFinalUnclipped_sma_de
01_CF56_1_9.wav 0.0016405406902533916 -7.993147448772572 3.62274153422449 -3.6098127394171127 -1.1577143728729784 -4.436824075916841 -1.5652661041372407 2.3530558748389914 0.9951740250323777 -0.3853999137348656 3.8927031353244996 -1.2040179676285132 1.712072823585841 0.06527252788954185 16.970024145891987 0.3087430113759918 -2.421224152091635e-07 -0.0013184681105502937 0.001997574747431787 0.0017313538503992843 0.0015130591922805222 0.0012384680882600492 0.0013859792997952401 -0.0004672402515937037 -0.00024952855690299095 0.0005105710788536453 0.0019291813598251353 0.0004519141138976198 -0.00017396381835321144 5.856920474649346e-06 -1.3978653690613548e-08 -0.00014086994298387508
01_PM58_2_7.wav 0.0012687866484953389 -3.414621949636606 -0.5105393438238386 -5.003965267622796 -5.238570448598209 -2.5620795730231345 -2.8426737555181036 -8.54273577614307 4.8736650749329415 -4.108472797113746 8.094900894710307 -2.187072026840443 -4.41760589102907 0.03030493270695095 34.615836829786396 0.2610407879745093 -5.905545638895373e-08 0.0009732983964338146 0.0010409395702274085 0.00020806782631918513 0.0002501515912591979 5.759500183784815e-05 0.00033634141817072514 -0.0005549304511628205 -0.0015339213505094216 -0.0006782132793351967 0.0009881904436823878 0.00022458018513984442 -0.0015415289351500736 -6.921227733396307e-06 4.029101923059062e-08 -6.939685123047849e-06
02_CM57_2_9.wav 0.0018515793835223952 -7.785582554222081 4.902692031928547 2.554033642132196 2.866892539839344 -1.7951235562951997 0.33984595706712667 1.4155647509955387 -1.2171668735456103 1.0454759225713133 4.947787118016899 1.0081992290862296 -0.7830689220818735 0.05493973430566016 2.424827079288972 0.32224500130035666 -5.31680687889942e-07 -0.0033814676152321382 -0.0005805942893567986 -0.0008332927956455376 0.0010810027562156456 0.0031298993287176956 0.0012897514957437716 -0.0006982115672055896 0.004016719853338792 0.0014925844042147105 -0.00013045233558063387 0.00040790417212489924 0.0019106560610378889 2.696209582118861e-05 8.732311997210143e-09 -0.0002405826808975091
02_PM65_2_5.wav 0.001767438231639783 -4.010207079417907 3.340751783467107 -5.755153853159664 3.6224092628902693 -0.9737214172127541 -1.7774632866320152 -0.24935746808565007 2.9923068730236673 1.4034909178689805 3.232110534238814 3.02048641590151 1.1123011082529286 0.037559458881037684 2.0706152486434255 0.3728930962460678 -9.99471937148331e-08 -0.0001801857306530873 0.0004956055656581808 4.876753095071763e-05 -0.00039458253331970533 0.0007853143699327289 0.0015238116252553348 0.001179535329070468 0.0004018620142410604 0.0002270803828108976 -0.00021795434223221533 -0.00027887740165502203 0.0005479325300453419 -1.5073357933239603e-06 -7.958633769215613e-09 -3.271135559731733e-05
03_CF30_3_9.wav 0.0023536230976270345 -10.2752711505328 1.1692636658145172 -6.348526725186171 -5.1459513203648894 -3.981038576499102 -0.5284896530893278 -1.1443516321528862 -1.6724523853673356 -1.2678570755577523 1.954423152450858 -6.312118982619666 -1.3799542879937259 0.07058776639442788 98.53251838240776 0.45206906299540317 -1.8217838467741942e-06 -0.0034603482564250225 0.0019227998146794658 0.0034082600224260135 0.003961354365865324 0.0019675093779810172 0.007634343033410362 0.007079301984962728 0.0023766575156603307 -0.0016082925723170582 -0.003618936307825817 0.004576547157820849 -0.00029956758464840373 1.832234184084917e-05 -0.08120163657836998 -0.0003948604353507213
03_PF66_3_4.wav 0.0015168756022801038 -4.479246751207476 2.301622658522624 -8.323738177184715 -5.2101241830015885 -5.337446406589278 -1.6857366594206764 -1.4729297873705893 1.228339704399804 3.756615406910295 3.0860672994553027 -2.1715120068778826 -1.361463674299584 0.04151910177376003 29.307867148528658 0.416702158802543 -3.1763355007108145e-09 -0.0003188857044547863 -0.0002666203565068806 -0.00033545586229432044 0.0002875444321856821 0.0006277169076545771 0.00022459457787357438 -0.0001512606037989192 0.00012955973360055396 0.00040475391809069396 -0.0001256702862104679 0.0002835845714788488 0.00025572752420424216 3.145362503699183e-07 -0.001633066075637761 -9.228261935560233e-06
04_CF57_3_7.wav 0.0030591922399222627 -6.06044652236536 -1.083626400613557 -6.123079475112438 -5.307023870553058 -8.166230192378645 -8.058528553117359 5.752127472727414 -0.3096505699473167 -8.504827109883722 9.050591614747681 -6.005918833099476 -3.0043346295366207 0.06019501580128782 105.94443800037465 0.42120663765243044 -1.3868798672581715e-06 0.0021765502640062754 0.0004215445456916733 0.002931766357753816 0.0007744874566011041 0.0032048197597616844 0.001855558714114453 -0.001984810130131592 -0.00034484204611314134 -0.00044355820821766526 -0.0025091485626243335 0.0003880287174393544 -0.0008978723733042989 -3.489649245180732e-05 -0.02142877947257943 -7.023787525367146e-05
04_PF50_2_7.wav 0.0008011022499631608 -3.776842866621216 -2.9440837115890637 -9.406849898509895 -3.670740426370755 -9.370234144561083 -3.231194606871896 -0.7220004760293978 -1.950734629922223 0.0968987611673559 3.84334647867401 -3.9107874914323077 -2.7999572527515197 0.036169253342696626 58.33709885522196 0.1970663686811568 -9.622991755050212e-08 -0.0007510778255218736 -0.0005296641060363775 -0.00033762505892107454 -0.0010347415537253655 -0.0007529104419759619 -0.00013384388216199926 0.0005862013532842124 -0.00038827738484564366 0.00028562437532694937 0.0010751840072870708 0.00022393425280438364 -0.0005859167141812479 2.3574209970476095e-06 -9.8219285595169e-09 -2.9937079247421208e-05
05_CF41_3_9.wav 0.0023866159297711563 -5.080456920125741 2.8791829658407737 -6.7501726552565575 -9.256990117434588 -4.988022853284078 -6.200500064813013 0.15126492678868636 -2.4828107535133506 -0.8468385116650302 3.5086660776947265 -5.117831067072613 -1.2659006614561341 0.0457279350201297 97.3229944804116 0.427796410367115 -5.322065035796391e-07 0.0005453583465148196 0.006730270935223218 0.003596690046214159 0.003212343569101235 0.0015296919363685115 0.001624681343930008 -0.0018872865814657837 0.0038663398095948325 0.001974807865559249 -4.142667815478193e-05 0.0023987796124733374 0.0021306673429492464 -1.1434534032443785e-06 -0.011898036314078991 -0.00019238439699281845
05_PM53_4_1.wav 0.0004755452196218162 -3.0272435697292477 3.346099585295373 -2.3680703739258036 -1.6650217015129143 3.165118602209976 0.369677704114098 -6.308314342662195 2.5085292865990363 -1.867159065735202 7.935221271871138 4.132607341094197 -0.9673324783253783 0.029722169634128916 4.457266170276945 0.05825104890371963 -8.947383743868801e-10 -4.818789005561605e-05 4.804760415093525e-05 4.299580507150765e-05 0.00011779587575363317 -6.686248673451617e-05 8.66772712517029e-05 9.819516738495032e-05 -0.00010150095200233756 1.3334564836069322e-06 1.2615972037310613e-05 -5.059173075165404e-05 -1.4098418830478798e-05 1.6773123083228764e-06 4.767320846956762e-09 3.298429575260233e-11
